id,formattedAddress,addressLine1,addressLine2,city,state,zipCode,county,latitude,longitude,propertyType,bedrooms,bathrooms,squareFootage,yearBuilt,status,price,listedDate,removedDate,createdDate,lastSeenDate,daysOnMarket,lotSize
"346-Peters-St-SW,-Unit-204,-Atlanta,-GA-30313","346 Peters St SW, Unit 204, Atlanta, GA 30313",346 Peters St SW,Unit 204,Atlanta,GA,30313,Fulton,33.745251,-84.40377,Condo,1,1.0,981.0,2023.0,Active,395000,2024-04-18T00:00:00.000Z,,2021-07-01T15:17:27.301Z,2024-05-01T00:00:00.000Z,14,
"2230-Cheshire-Bridge-Rd-NE,-Unit-108,-Atlanta,-GA-30324","2230 Cheshire Bridge Rd NE, Unit 108, Atlanta, GA 30324",2230 Cheshire Bridge Rd NE,Unit 108,Atlanta,GA,30324,Fulton,33.816432,-84.352939,Condo,1,1.0,755.0,1947.0,Active,199900,2024-04-04T00:00:00.000Z,,2021-07-02T08:25:13.657Z,2024-05-01T00:00:00.000Z,28,741.0
"2870-Pharr-Ct,-South-NW-Apt-602,-Atlanta,-GA-30305","2870 Pharr Ct, South NW Apt 602, Atlanta, GA 30305",2870 Pharr Ct,South NW Apt 602,Atlanta,GA,30305,Fulton,33.833786,-84.385567,Condo,1,1.0,807.0,1988.0,Active,265000,2024-03-18T00:00:00.000Z,,2021-07-11T13:26:38.882Z,2024-05-01T00:00:00.000Z,45,902.0
"200-River-Vista-Dr,-Unit-304,-Atlanta,-GA-30339","200 River Vista Dr, Unit 304, Atlanta, GA 30339",200 River Vista Dr,Unit 304,Atlanta,GA,30339,Fulton,33.901125,-84.4399,Condo,1,1.0,950.0,2010.0,Active,325000,2024-03-15T00:00:00.000Z,,2021-07-19T13:42:38.072Z,2024-05-01T00:00:00.000Z,48,1220.0
"799-Barnett-St-NE,-Apt-1,-Atlanta,-GA-30306","799 Barnett St NE, Apt 1, Atlanta, GA 30306",799 Barnett St NE,Apt 1,Atlanta,GA,30306,Fulton,33.776544,-84.358446,Condo,1,1.0,700.0,2004.0,Active,310000,2024-04-11T00:00:00.000Z,,2021-07-19T13:42:38.104Z,2024-05-01T00:00:00.000Z,21,1307.0
"565-Peachtree-St-NE,-Unit-1206,-Atlanta,-GA-30308","565 Peachtree St NE, Unit 1206, Atlanta, GA 30308",565 Peachtree St NE,Unit 1206,Atlanta,GA,30308,Fulton,33.770055,-84.384647,Condo,1,1.0,780.0,2006.0,Active,310000,2023-12-29T00:00:00.000Z,,2021-07-19T14:48:25.309Z,2024-05-01T00:00:00.000Z,125,780.0
"3777-Peachtree-Rd-NE,-Apt-1535,-Brookhaven,-GA-30319","3777 Peachtree Rd NE, Apt 1535, Brookhaven, GA 30319",3777 Peachtree Rd NE,Apt 1535,Brookhaven,GA,30319,DeKalb,33.855413,-84.347398,Condo,1,1.0,919.0,1995.0,Active,264900,2024-02-04T00:00:00.000Z,,2021-08-08T13:50:16.014Z,2024-05-01T00:00:00.000Z,88,1146.0
"1155-Custer-Ave-SE,-Unit-208,-Atlanta,-GA-30316","1155 Custer Ave SE, Unit 208, Atlanta, GA 30316",1155 Custer Ave SE,Unit 208,Atlanta,GA,30316,Fulton,33.714898,-84.350839,Condo,1,1.0,765.0,2021.0,Active,299500,2024-04-09T00:00:00.000Z,,2021-08-08T15:29:53.936Z,2024-05-01T00:00:00.000Z,23,57935.0
"795-Hammond-Dr,-Apt-509,-Atlanta,-GA-30328","795 Hammond Dr, Apt 509, Atlanta, GA 30328",795 Hammond Dr,Apt 509,Atlanta,GA,30328,Fulton,33.917494,-84.359405,Condo,1,1.0,536.0,1990.0,Active,185000,2024-03-31T00:00:00.000Z,,2021-08-12T10:39:13.127Z,2024-05-01T00:00:00.000Z,32,523.0
"1850-Cotillion-Dr,-Unit-3102,-Atlanta,-GA-30338","1850 Cotillion Dr, Unit 3102, Atlanta, GA 30338",1850 Cotillion Dr,Unit 3102,Atlanta,GA,30338,DeKalb,33.922008,-84.311725,Condo,1,1.0,727.0,2004.0,Active,249000,2024-04-11T00:00:00.000Z,,2021-08-12T13:14:32.590Z,2024-05-01T00:00:00.000Z,21,871.0
"855-Peachtree-St-NE,-Unit-1312,-Atlanta,-GA-30308","855 Peachtree St NE, Unit 1312, Atlanta, GA 30308",855 Peachtree St NE,Unit 1312,Atlanta,GA,30308,Fulton,33.7778,-84.383904,Condo,1,1.0,748.0,2008.0,Active,335000,2024-03-07T00:00:00.000Z,,2021-08-12T17:09:04.198Z,2024-05-01T00:00:00.000Z,56,749.0
"2870-Pharr-Ct,-South-NW-Apt-1409,-Atlanta,-GA-30305","2870 Pharr Ct, South NW Apt 1409, Atlanta, GA 30305",2870 Pharr Ct,South NW Apt 1409,Atlanta,GA,30305,Fulton,33.833786,-84.385567,Condo,1,1.0,807.0,1988.0,Active,266000,2024-01-29T00:00:00.000Z,,2021-08-31T13:32:46.858Z,2024-05-01T00:00:00.000Z,94,828.0
"115-W-Peachtree-Pl-NW,-Unit-705,-Atlanta,-GA-30313","115 W Peachtree Pl NW, Unit 705, Atlanta, GA 30313",115 W Peachtree Pl NW,Unit 705,Atlanta,GA,30313,Fulton,33.764266,-84.3909,Condo,1,1.0,1032.0,2002.0,Active,267500,2023-11-10T00:00:00.000Z,,2021-08-31T14:57:33.090Z,2024-05-01T00:00:00.000Z,174,1032.0
"955-Juniper-St-NE,-Unit-4022,-Atlanta,-GA-30309","955 Juniper St NE, Unit 4022, Atlanta, GA 30309",955 Juniper St NE,Unit 4022,Atlanta,GA,30309,Fulton,33.780614,-84.381981,Condo,1,1.0,874.0,1996.0,Active,289999,2024-01-17T00:00:00.000Z,,2021-08-31T15:22:00.059Z,2024-05-01T00:00:00.000Z,106,876.0
"1280-W-Peachtree-St-NW,-Apt-1607,-Atlanta,-GA-30309","1280 W Peachtree St NW, Apt 1607, Atlanta, GA 30309",1280 W Peachtree St NW,Apt 1607,Atlanta,GA,30309,Fulton,33.789685,-84.388805,Condo,1,1.0,813.0,1989.0,Active,239900,2024-02-09T00:00:00.000Z,,2021-09-08T12:23:38.116Z,2024-05-01T00:00:00.000Z,83,828.0
"300-Peachtree-St-NE,-Apt-19A,-Atlanta,-GA-30308","300 Peachtree St NE, Apt 19A, Atlanta, GA 30308",300 Peachtree St NE,Apt 19A,Atlanta,GA,30308,Fulton,33.762566,-84.387883,Condo,1,1.0,629.0,1962.0,Active,240000,2024-01-10T00:00:00.000Z,,2021-09-08T12:56:06.222Z,2024-05-01T00:00:00.000Z,113,
"880-Glendale-Ter-NE,-Apt-9,-Atlanta,-GA-30308","880 Glendale Ter NE, Apt 9, Atlanta, GA 30308",880 Glendale Ter NE,Apt 9,Atlanta,GA,30308,Fulton,33.778632,-84.376763,Condo,1,1.0,750.0,1965.0,Active,229900,2024-03-01T00:00:00.000Z,,2021-09-10T11:50:47.674Z,2024-05-01T00:00:00.000Z,62,436.0
"250-Park-Ave,-West-NW-Unit-312,-Atlanta,-GA-30313","250 Park Ave, West NW Unit 312, Atlanta, GA 30313",250 Park Ave,West NW Unit 312,Atlanta,GA,30313,Fulton,33.761549,-84.395063,Condo,1,1.0,1086.0,2002.0,Active,330000,2024-01-17T00:00:00.000Z,,2021-09-14T16:53:12.850Z,2024-05-01T00:00:00.000Z,106,1085.0
"625-Piedmont-Ave-NE,-Unit-106,-Atlanta,-GA-30308","625 Piedmont Ave NE, Unit 106, Atlanta, GA 30308",625 Piedmont Ave NE,Unit 106,Atlanta,GA,30308,Fulton,33.771641,-84.38098,Condo,1,1.0,897.0,2009.0,Active,350000,2024-04-18T00:00:00.000Z,,2021-09-16T15:58:23.406Z,2024-05-01T00:00:00.000Z,14,897.0
"1080-Peachtree-St-NE,-Unit-1608,-Atlanta,-GA-30309","1080 Peachtree St NE, Unit 1608, Atlanta, GA 30309",1080 Peachtree St NE,Unit 1608,Atlanta,GA,30309,Fulton,33.783839,-84.383866,Condo,1,1.0,805.0,2008.0,Active,419900,2024-04-30T00:00:00.000Z,,2021-09-16T16:13:44.870Z,2024-05-01T00:00:00.000Z,2,
"361-17th-St-NW,-Unit-1610,-Atlanta,-GA-30363","361 17th St NW, Unit 1610, Atlanta, GA 30363",361 17th St NW,Unit 1610,Atlanta,GA,30363,Fulton,33.791622,-84.398068,Condo,1,1.0,816.0,2005.0,Active,290000,2024-01-04T00:00:00.000Z,,2021-09-24T18:35:55.164Z,2024-05-01T00:00:00.000Z,119,815.0
"424-Lindbergh-Dr-NE,-Unit-102,-Atlanta,-GA-30305","424 Lindbergh Dr NE, Unit 102, Atlanta, GA 30305",424 Lindbergh Dr NE,Unit 102,Atlanta,GA,30305,Fulton,33.823118,-84.373443,Condo,1,1.0,930.0,1999.0,Active,274000,2024-04-05T00:00:00.000Z,,2021-09-29T13:37:26.905Z,2024-05-01T00:00:00.000Z,27,928.0
"2626-Peachtree-Rd-NW,-Unit-706,-Atlanta,-GA-30305","2626 Peachtree Rd NW, Unit 706, Atlanta, GA 30305",2626 Peachtree Rd NW,Unit 706,Atlanta,GA,30305,Fulton,33.826152,-84.388011,Condo,1,1.0,652.0,2005.0,Active,275000,2024-04-22T00:00:00.000Z,,2021-10-08T13:55:53.509Z,2024-05-01T00:00:00.000Z,10,653.0
"795-Hammond-Dr,-Apt-511,-Atlanta,-GA-30328","795 Hammond Dr, Apt 511, Atlanta, GA 30328",795 Hammond Dr,Apt 511,Atlanta,GA,30328,Fulton,33.917494,-84.359405,Condo,1,1.0,541.0,1990.0,Active,180000,2024-02-08T00:00:00.000Z,,2021-10-09T09:54:20.331Z,2024-05-01T00:00:00.000Z,84,540.0
"10625-Serenbe-Ln,-Unit-306,-Chattahoochee-Hills,-GA-30268","10625 Serenbe Ln, Unit 306, Chattahoochee Hills, GA 30268",10625 Serenbe Ln,Unit 306,Chattahoochee Hills,GA,30268,Fulton,33.517756,-84.733338,Condo,1,1.0,892.0,2016.0,Active,484000,2023-09-11T00:00:00.000Z,,2021-10-13T14:57:06.044Z,2024-05-01T00:00:00.000Z,234,
"77-Peachtree-Pl-NE,-Unit-315,-Atlanta,-GA-30309","77 Peachtree Pl NE, Unit 315, Atlanta, GA 30309",77 Peachtree Pl NE,Unit 315,Atlanta,GA,30309,Fulton,33.78051,-84.385235,Condo,1,1.0,911.0,2001.0,Active,395000,2024-04-15T00:00:00.000Z,,2021-10-14T14:59:51.542Z,2024-05-01T00:00:00.000Z,17,871.0
"195-Arizona-Ave-NE,-Unit-138,-Atlanta,-GA-30307","195 Arizona Ave NE, Unit 138, Atlanta, GA 30307",195 Arizona Ave NE,Unit 138,Atlanta,GA,30307,DeKalb,33.759911,-84.330811,Condo,1,1.5,956.0,2003.0,Active,365000,2024-03-14T00:00:00.000Z,,2021-10-15T13:42:08.508Z,2024-05-01T00:00:00.000Z,49,610.0
"1468-Briarwood-Rd-NE,-Unit-512,-Brookhaven,-GA-30319","1468 Briarwood Rd NE, Unit 512, Brookhaven, GA 30319",1468 Briarwood Rd NE,Unit 512,Brookhaven,GA,30319,DeKalb,33.850213,-84.329852,Condo,1,1.0,1015.0,2007.0,Active,255000,2024-04-03T00:00:00.000Z,,2021-10-21T11:38:04.195Z,2024-05-01T00:00:00.000Z,29,1220.0
"1545-Terrell-Mill-Pl-SE,-Apt-C,-Marietta,-GA-30067","1545 Terrell Mill Pl SE, Apt C, Marietta, GA 30067",1545 Terrell Mill Pl SE,Apt C,Marietta,GA,30067,Cobb,33.913911,-84.470916,Condo,1,1.0,633.0,1979.0,Active,182500,2024-04-16T00:00:00.000Z,,2021-10-22T06:58:55.051Z,2024-05-01T00:00:00.000Z,16,610.0
"1155-Custer-Ave-SE,-Unit-308,-Atlanta,-GA-30316","1155 Custer Ave SE, Unit 308, Atlanta, GA 30316",1155 Custer Ave SE,Unit 308,Atlanta,GA,30316,Fulton,33.714898,-84.350839,Condo,1,1.0,765.0,2021.0,Active,269890,2024-03-20T00:00:00.000Z,,2021-10-29T13:52:52.444Z,2024-05-01T00:00:00.000Z,43,1150.0
"1501-Clairmont-Rd,-Apt-1914,-Decatur,-GA-30033","1501 Clairmont Rd, Apt 1914, Decatur, GA 30033",1501 Clairmont Rd,Apt 1914,Decatur,GA,30033,DeKalb,33.79818,-84.305733,Condo,1,1.0,723.0,1968.0,Active,175000,2024-04-18T00:00:00.000Z,,2021-11-12T10:12:03.703Z,2024-05-01T00:00:00.000Z,14,8712.0
"840-United-Ave-SE,-Unit-405,-Atlanta,-GA-30312","840 United Ave SE, Unit 405, Atlanta, GA 30312",840 United Ave SE,Unit 405,Atlanta,GA,30312,Fulton,33.729953,-84.364263,Condo,1,1.0,714.0,2005.0,Active,247500,2024-04-05T00:00:00.000Z,,2021-11-12T12:41:26.604Z,2024-05-01T00:00:00.000Z,27,697.0
"3275-Lenox-Rd-NE,-Apt-104,-Atlanta,-GA-30324","3275 Lenox Rd NE, Apt 104, Atlanta, GA 30324",3275 Lenox Rd NE,Apt 104,Atlanta,GA,30324,Fulton,33.844286,-84.357662,Condo,1,1.5,989.0,2001.0,Active,275000,2024-01-31T00:00:00.000Z,,2021-11-29T14:38:10.779Z,2024-05-01T00:00:00.000Z,92,989.0
"502-Pryor-St-SW,-Unit-6,-Atlanta,-GA-30312","502 Pryor St SW, Unit 6, Atlanta, GA 30312",502 Pryor St SW,Unit 6,Atlanta,GA,30312,Fulton,33.741299,-84.394001,Condo,1,1.0,,2002.0,Active,192000,2024-01-02T00:00:00.000Z,,2021-12-07T10:02:16.549Z,2024-05-01T00:00:00.000Z,121,
"1608-Jones-Ave,-Unit-5,-Tybee-Island,-GA-31328","1608 Jones Ave, Unit 5, Tybee Island, GA 31328",1608 Jones Ave,Unit 5,Tybee Island,GA,31328,Chatham,31.992635,-80.851238,Condo,1,1.0,480.0,1977.0,Active,317500,2024-02-21T00:00:00.000Z,,2021-12-17T09:31:29.036Z,2024-05-01T00:00:00.000Z,71,1307.0
"390-17th-St-NW,-Unit-5056,-Atlanta,-GA-30363","390 17th St NW, Unit 5056, Atlanta, GA 30363",390 17th St NW,Unit 5056,Atlanta,GA,30363,Fulton,33.790323,-84.399504,Condo,1,1.0,868.0,2007.0,Active,260000,2024-03-29T00:00:00.000Z,,2022-01-05T11:55:55.245Z,2024-05-01T00:00:00.000Z,34,871.0
"1029-Piedmont-Ave-NE,-Apt-106,-Atlanta,-GA-30309","1029 Piedmont Ave NE, Apt 106, Atlanta, GA 30309",1029 Piedmont Ave NE,Apt 106,Atlanta,GA,30309,Fulton,33.782767,-84.379811,Condo,1,1.0,904.0,2001.0,Active,395000,2024-04-18T00:00:00.000Z,,2022-01-06T13:28:50.658Z,2024-05-01T00:00:00.000Z,14,915.0
"250-W-Broad-St,-Apt-531,-Athens,-GA-30601","250 W Broad St, Apt 531, Athens, GA 30601",250 W Broad St,Apt 531,Athens,GA,30601,Clarke,33.957563,-83.37908,Condo,1,1.0,553.0,2004.0,Active,399995,2024-02-15T00:00:00.000Z,,2022-02-03T09:04:58.756Z,2024-05-01T00:00:00.000Z,77,436.0
"50-Monet-Ct-NW,-Atlanta,-GA-30327","50 Monet Ct NW, Atlanta, GA 30327",50 Monet Ct NW,,Atlanta,GA,30327,Fulton,33.820048,-84.423921,Condo,1,1.0,812.0,1970.0,Active,205000,2024-03-14T00:00:00.000Z,,2022-02-03T10:00:06.083Z,2024-05-01T00:00:00.000Z,49,810.0
"44-Peachtree-Pl-NW,-Unit-621,-Atlanta,-GA-30309","44 Peachtree Pl NW, Unit 621, Atlanta, GA 30309",44 Peachtree Pl NW,Unit 621,Atlanta,GA,30309,Fulton,33.780059,-84.388114,Condo,1,1.5,895.0,2006.0,Active,427000,2024-03-27T00:00:00.000Z,,2022-02-17T13:54:55.223Z,2024-05-01T00:00:00.000Z,36,915.0
"1101-Juniper-St-NE,-Apt-1412,-Atlanta,-GA-30309","1101 Juniper St NE, Apt 1412, Atlanta, GA 30309",1101 Juniper St NE,Apt 1412,Atlanta,GA,30309,Fulton,33.784769,-84.381857,Condo,1,1.0,764.0,1999.0,Active,324900,2024-04-25T00:00:00.000Z,,2022-02-18T13:28:25.152Z,2024-05-01T00:00:00.000Z,7,
"32-Peachtree-St-NW,-Apt-501,-Atlanta,-GA-30303","32 Peachtree St NW, Apt 501, Atlanta, GA 30303",32 Peachtree St NW,Apt 501,Atlanta,GA,30303,Fulton,33.754735,-84.389875,Condo,1,1.0,591.0,1920.0,Active,157500,2024-04-26T00:00:00.000Z,,2022-02-20T11:39:54.659Z,2024-05-01T00:00:00.000Z,6,610.0
"881-Memorial-Dr-SE,-Unit-116,-Atlanta,-GA-30316","881 Memorial Dr SE, Unit 116, Atlanta, GA 30316",881 Memorial Dr SE,Unit 116,Atlanta,GA,30316,Fulton,33.745871,-84.358699,Condo,1,1.0,1031.0,1920.0,Active,405000,2023-11-30T00:00:00.000Z,,2022-03-03T13:22:09.583Z,2024-05-01T00:00:00.000Z,154,1002.0
"195-Arizona-Ave-NE,-Unit-164,-Atlanta,-GA-30307","195 Arizona Ave NE, Unit 164, Atlanta, GA 30307",195 Arizona Ave NE,Unit 164,Atlanta,GA,30307,DeKalb,33.758964,-84.330678,Condo,1,1.5,996.0,2003.0,Active,359900,2024-04-11T00:00:00.000Z,,2022-03-04T12:56:51.094Z,2024-05-01T00:00:00.000Z,21,653.0
"270-17th-St-NW,-Unit-508,-Atlanta,-GA-30363","270 17th St NW, Unit 508, Atlanta, GA 30363",270 17th St NW,Unit 508,Atlanta,GA,30363,Fulton,33.790848,-84.397562,Condo,1,1.5,1133.0,2009.0,Active,398000,2024-04-24T00:00:00.000Z,,2022-03-05T13:38:15.117Z,2024-05-01T00:00:00.000Z,8,1133.0
"2795-Peachtree-Rd-NE,-Unit-1207,-Atlanta,-GA-30305","2795 Peachtree Rd NE, Unit 1207, Atlanta, GA 30305",2795 Peachtree Rd NE,Unit 1207,Atlanta,GA,30305,Fulton,33.830968,-84.385429,Condo,1,2.0,1364.0,2007.0,Active,484000,2024-04-04T00:00:00.000Z,,2022-03-12T14:08:37.594Z,2024-05-01T00:00:00.000Z,28,1363.0
"788-W-Marietta-St-NW,-Unit-212,-Atlanta,-GA-30318","788 W Marietta St NW, Unit 212, Atlanta, GA 30318",788 W Marietta St NW,Unit 212,Atlanta,GA,30318,Fulton,33.779755,-84.414049,Condo,1,1.0,616.0,2020.0,Active,285000,2024-03-27T00:00:00.000Z,,2022-03-13T13:02:03.612Z,2024-05-01T00:00:00.000Z,36,1437.0
"120-Ralph-Mcgill-Blvd-NE,-Apt-411,-Atlanta,-GA-30308","120 Ralph Mcgill Blvd NE, Apt 411, Atlanta, GA 30308",120 Ralph Mcgill Blvd NE,Apt 411,Atlanta,GA,30308,Fulton,33.76478,-84.383571,Condo,1,1.0,605.0,1974.0,Active,220000,2024-04-03T00:00:00.000Z,,2022-03-19T10:54:27.085Z,2024-05-01T00:00:00.000Z,29,610.0
"1080-Peachtree-St-NE,-Unit-1916,-Atlanta,-GA-30309","1080 Peachtree St NE, Unit 1916, Atlanta, GA 30309",1080 Peachtree St NE,Unit 1916,Atlanta,GA,30309,Fulton,33.783839,-84.383866,Condo,1,1.0,879.0,2008.0,Active,415000,2024-04-23T00:00:00.000Z,,2022-03-19T13:57:38.673Z,2024-05-01T00:00:00.000Z,9,871.0
"250-Pharr-Rd-NE,-Apt-1702,-Atlanta,-GA-30305","250 Pharr Rd NE, Apt 1702, Atlanta, GA 30305",250 Pharr Rd NE,Apt 1702,Atlanta,GA,30305,Fulton,33.837187,-84.378968,Condo,1,1.0,770.0,2004.0,Active,350000,2024-03-18T00:00:00.000Z,,2022-03-23T12:23:19.431Z,2024-05-01T00:00:00.000Z,45,771.0
"2626-Peachtree-Rd-NW,-Unit-1102,-Atlanta,-GA-30305","2626 Peachtree Rd NW, Unit 1102, Atlanta, GA 30305",2626 Peachtree Rd NW,Unit 1102,Atlanta,GA,30305,Fulton,33.826152,-84.388011,Condo,1,1.0,652.0,2005.0,Active,265000,2024-03-11T00:00:00.000Z,,2022-03-24T11:50:19.019Z,2024-05-01T00:00:00.000Z,52,653.0
"1170-N-Highland-Ave-NE,-Apt-B4,-Atlanta,-GA-30306","1170 N Highland Ave NE, Apt B4, Atlanta, GA 30306",1170 N Highland Ave NE,Apt B4,Atlanta,GA,30306,Fulton,33.78666,-84.356101,Condo,1,1.5,915.0,1986.0,Active,354900,2024-04-11T00:00:00.000Z,,2022-04-08T12:51:14.053Z,2024-05-01T00:00:00.000Z,21,915.0
"250-Pharr-Rd-NE,-Apt-504,-Atlanta,-GA-30305","250 Pharr Rd NE, Apt 504, Atlanta, GA 30305",250 Pharr Rd NE,Apt 504,Atlanta,GA,30305,Fulton,33.837187,-84.378968,Condo,1,1.0,790.0,2004.0,Active,300000,2024-03-15T00:00:00.000Z,,2022-04-12T16:01:52.341Z,2024-05-01T00:00:00.000Z,48,788.0
"400-W-Peachtree-St-NW,-Unit-1814,-Atlanta,-GA-30308","400 W Peachtree St NW, Unit 1814, Atlanta, GA 30308",400 W Peachtree St NW,Unit 1814,Atlanta,GA,30308,Fulton,33.765134,-84.388194,Condo,1,1.0,743.0,2007.0,Active,290000,2024-04-23T00:00:00.000Z,,2022-04-15T13:02:12.275Z,2024-05-01T00:00:00.000Z,9,745.0
"32-Peachtree-St-NW,-Apt-1702,-Atlanta,-GA-30303","32 Peachtree St NW, Apt 1702, Atlanta, GA 30303",32 Peachtree St NW,Apt 1702,Atlanta,GA,30303,Fulton,33.754735,-84.389875,Condo,1,1.5,1310.0,1920.0,Active,255000,2024-01-05T00:00:00.000Z,,2022-04-16T13:50:51.462Z,2024-05-01T00:00:00.000Z,118,1307.0
"759-Houston-Mill-Rd-NE,-Apt-2,-Atlanta,-GA-30329","759 Houston Mill Rd NE, Apt 2, Atlanta, GA 30329",759 Houston Mill Rd NE,Apt 2,Atlanta,GA,30329,DeKalb,33.801197,-84.321671,Condo,1,1.0,741.0,1965.0,Active,242000,2024-01-19T00:00:00.000Z,,2022-04-29T09:51:32.858Z,2024-05-01T00:00:00.000Z,104,436.0
"373-Moreland-Ave-NE,-Apt-307,-Atlanta,-GA-30307","373 Moreland Ave NE, Apt 307, Atlanta, GA 30307",373 Moreland Ave NE,Apt 307,Atlanta,GA,30307,DeKalb,33.764593,-84.348635,Condo,1,1.0,561.0,1920.0,Active,220000,2024-03-26T00:00:00.000Z,,2022-04-29T11:38:43.917Z,2024-05-01T00:00:00.000Z,37,784.0
"270-17th-St-NW,-Unit-1708,-Atlanta,-GA-30363","270 17th St NW, Unit 1708, Atlanta, GA 30363",270 17th St NW,Unit 1708,Atlanta,GA,30363,Fulton,33.790848,-84.397562,Condo,1,1.5,1132.0,2009.0,Active,424900,2024-03-15T00:00:00.000Z,,2022-05-08T14:48:53.517Z,2024-05-01T00:00:00.000Z,48,
"1217-Bay-St,-Unit-313A,-Tybee-Island,-GA-31328","1217 Bay St, Unit 313A, Tybee Island, GA 31328",1217 Bay St,Unit 313A,Tybee Island,GA,31328,Chatham,32.023044,-80.858545,Condo,1,1.0,490.0,1981.0,Active,379000,2024-01-16T00:00:00.000Z,,2022-05-17T11:54:07.358Z,2024-05-01T00:00:00.000Z,107,871.0
"319-Mcgill-Park-Avenue-Ave-NE,-Atlanta,-GA-30312","319 Mcgill Park Avenue Ave NE, Atlanta, GA 30312",319 Mcgill Park Avenue Ave NE,,Atlanta,GA,30312,Fulton,33.761965,-84.377273,Condo,1,1.0,971.0,1995.0,Active,310000,2024-03-02T00:00:00.000Z,,2022-05-28T14:06:37.656Z,2024-05-01T00:00:00.000Z,61,958.0
"955-Juniper-St-NE,-Unit-3222,-Atlanta,-GA-30309","955 Juniper St NE, Unit 3222, Atlanta, GA 30309",955 Juniper St NE,Unit 3222,Atlanta,GA,30309,Fulton,33.780614,-84.381981,Condo,1,1.0,814.0,1996.0,Active,299950,2024-03-01T00:00:00.000Z,,2022-06-14T14:54:48.369Z,2024-05-01T00:00:00.000Z,62,784.0
"400-W-Peachtree-St-NW,-Unit-1207,-Atlanta,-GA-30308","400 W Peachtree St NW, Unit 1207, Atlanta, GA 30308",400 W Peachtree St NW,Unit 1207,Atlanta,GA,30308,Fulton,33.765134,-84.388194,Condo,1,1.0,730.0,2007.0,Active,264900,2024-01-16T00:00:00.000Z,,2022-06-15T14:45:53.204Z,2024-05-01T00:00:00.000Z,107,732.0
"907-Piedmont-Ave-NE,-Apt-5,-Atlanta,-GA-30309","907 Piedmont Ave NE, Apt 5, Atlanta, GA 30309",907 Piedmont Ave NE,Apt 5,Atlanta,GA,30309,Fulton,33.779382,-84.380744,Condo,1,1.0,678.0,1930.0,Active,325000,2024-02-23T00:00:00.000Z,,2022-06-17T14:24:40.675Z,2024-05-01T00:00:00.000Z,69,697.0
"170-Boulevard-SE,-Apt-H213,-Atlanta,-GA-30312","170 Boulevard SE, Apt H213, Atlanta, GA 30312",170 Boulevard SE,Apt H213,Atlanta,GA,30312,Fulton,33.751116,-84.368796,Condo,1,1.0,902.0,2006.0,Active,399000,2024-04-16T00:00:00.000Z,,2022-06-18T15:18:24.137Z,2024-05-01T00:00:00.000Z,16,915.0
"2479-Peachtree-Rd-NE,-Apt-412,-Atlanta,-GA-30305","2479 Peachtree Rd NE, Apt 412, Atlanta, GA 30305",2479 Peachtree Rd NE,Apt 412,Atlanta,GA,30305,Fulton,33.822483,-84.386464,Condo,1,1.0,505.0,1967.0,Active,170000,2024-03-23T00:00:00.000Z,,2022-06-21T11:04:14.667Z,2024-05-01T00:00:00.000Z,40,505.0
"45-Ivan-Allen-Jr-Blvd-NW,-Unit-2602,-Atlanta,-GA-30308","45 Ivan Allen Jr Blvd NW, Unit 2602, Atlanta, GA 30308",45 Ivan Allen Jr Blvd NW,Unit 2602,Atlanta,GA,30308,Fulton,33.765114,-84.389224,Condo,1,1.5,1823.0,2010.0,Active,925000,2024-04-12T00:00:00.000Z,,2022-06-23T18:10:15.391Z,2024-05-01T00:00:00.000Z,20,1825.0
"232-Britten-Pass,-Alpharetta,-GA-30009","232 Britten Pass, Alpharetta, GA 30009",232 Britten Pass,,Alpharetta,GA,30009,Fulton,34.0529,-84.302646,Condo,1,1.5,1018.0,2019.0,Active,409500,2023-11-09T00:00:00.000Z,,2022-06-29T15:09:24.474Z,2024-05-01T00:00:00.000Z,175,1019.0
"325-E-Paces-Ferry-Rd-NE,-Apt-1503,-Atlanta,-GA-30305","325 E Paces Ferry Rd NE, Apt 1503, Atlanta, GA 30305",325 E Paces Ferry Rd NE,Apt 1503,Atlanta,GA,30305,Fulton,33.838574,-84.376848,Condo,1,1.0,979.0,2004.0,Active,294999,2024-02-28T00:00:00.000Z,,2022-07-12T15:15:29.576Z,2024-05-01T00:00:00.000Z,64,9801.0
"300-Peachtree-St-NE,-Apt-21J,-Atlanta,-GA-30308","300 Peachtree St NE, Apt 21J, Atlanta, GA 30308",300 Peachtree St NE,Apt 21J,Atlanta,GA,30308,Fulton,33.762566,-84.387883,Condo,1,1.0,722.0,1962.0,Active,242000,2024-04-06T00:00:00.000Z,,2022-07-16T12:17:03.868Z,2024-05-01T00:00:00.000Z,26,723.0
"943-Peachtree-St-NE,-Unit-1109,-Atlanta,-GA-30309","943 Peachtree St NE, Unit 1109, Atlanta, GA 30309",943 Peachtree St NE,Unit 1109,Atlanta,GA,30309,Fulton,33.780409,-84.38346,Condo,1,1.0,668.0,2002.0,Active,299900,2024-04-12T00:00:00.000Z,,2022-07-16T14:37:30.465Z,2024-05-01T00:00:00.000Z,20,653.0
